id,title,difficulty,acceptance_rate,likes,related_topics,time_taken,difficulty_label,Cluster_label
1783,Grand Slam Titles,Medium,91.4,26,,30,2,18
1784,Check if Binary String Has at Most One Segment of Ones,Easy,41.6,70,Greedy,15,0,14
1785,Minimum Elements to Add to Form a Given Sum,Medium,39.3,85,Greedy,30,2,3
1786,Number of Restricted Paths From First to Last Node,Medium,35.8,243,"Dynamic Programming,Graph",30,2,4
1787,Make the XOR of All Segments Equal to Zero,Hard,36.6,144,Dynamic Programming,50,1,11
1788,Maximize the Beauty of the Garden,Hard,69.9,18,Greedy,50,1,6
1789,Primary Department for Each Employee,Easy,78.1,15,,15,0,7
1790,Check if One String Swap Can Make Strings Equal,Easy,60.8,125,String,15,0,17
1791,Find Center of Star Graph,Medium,84.8,73,Graph,30,2,18
1792,Maximum Average Pass Ratio,Medium,56.3,242,Heap,30,2,24
1793,Maximum Score of a Good Subarray,Hard,46.2,231,Greedy,50,1,9
1794,Count Pairs of Equal Substrings With Minimum Difference,Medium,68.2,12,"String,Greedy",30,2,24
1795,Rearrange Products Table,Easy,90.6,14,,15,0,12
1796,Second Largest Digit in a String,Easy,48.1,61,String,15,0,14
1797,Design Authentication Manager,Medium,48.1,72,"Hash Table,Design",30,2,3
1798,Maximum Number of Consecutive Values You Can Make,Medium,43.9,223,Greedy,30,2,3
1799,Maximize Score After N Operations,Hard,50.4,127,"Dynamic Programming,Backtracking,Recursion",50,1,9
1800,Maximum Ascending Subarray Sum,Easy,65.7,109,Two Pointers,15,0,17
1801,Number of Orders in the Backlog,Medium,43.6,85,"Heap,Greedy",30,2,3
1802,Maximum Value at a Given Index in a Bounded Array,Medium,27.7,203,"Binary Search,Greedy",30,2,4
1803,Count Pairs With XOR in a Range,Hard,43.1,122,Trie,50,1,9
1804,Implement Trie II (Prefix Tree),Medium,60.2,37,,30,2,24
1805,Number of Different Integers in a String,Easy,50.5,106,,15,0,14
1806,Minimum Number of Operations to Reinitialize a Permutation,Medium,70.3,83,"Array,Greedy",30,2,18
1807,Evaluate the Bracket Pairs of a String,Medium,67.5,94,"Hash Table,String",30,2,24
1808,Maximize Number of Nice Divisors,Hard,27.3,95,Math,50,1,11
1809,Ad-Free Sessions,Easy,71.5,11,,15,0,7
1810,Minimum Path Cost in a Hidden Grid,Medium,59.3,10,"Heap,Depth-first Search,Graph",30,2,24
1811,Find Interview Candidates,Medium,73.2,16,,30,2,18
1812,Determine Color of a Chessboard Square,Easy,78.4,67,String,15,0,7
1813,Sentence Similarity III,Medium,37.0,75,String,30,2,4
1814,Count Nice Pairs in an Array,Medium,36.7,150,"Array,Hash Table",30,2,4
1815,Maximum Number of Groups Getting Fresh Donuts,Hard,35.7,94,Dynamic Programming,50,1,11
1816,Truncate Sentence,Easy,78.9,73,String,15,0,7
1817,Finding the Users Active Minutes,Medium,78.9,80,Hash Table,30,2,18
1818,Minimum Absolute Sum Difference,Medium,40.4,127,"Binary Search,Greedy",30,2,3
1819,Number of Different Subsequences GCDs,Hard,29.2,131,Math,50,1,11
1820,Maximum Number of Accepted Invitations,Medium,51.4,14,Graph,30,2,3
1821,Find Customers With Positive Revenue this Year,Easy,88.9,2,,15,0,12
1822,Sign of the Product of an Array,Easy,67.8,37,Math,15,0,7
1823,Find the Winner of the Circular Game,Medium,71.8,81,Array,30,2,18
1824,Minimum Sideway Jumps,Medium,47.2,147,"Dynamic Programming,Breadth-first Search",30,2,3
1825,Finding MK Average,Hard,28.1,52,"Heap,Design,Queue",50,1,11
